raw_log,timestamp,user_id,transaction_type,amount,currency,location,device,is_parsed,parse_errors,amount_raw,hour,day_of_week,is_weekend
31/07/2025 03:34:08 ::: user1011 *** TOP-UP ::: amt:548.29£ @ Birmingham <Nokia 3310>,2025-07-31 03:34:08,user1011,top,548.29,£,Birmingham,Nokia 3310,True,,548.29,3,3,False
2025-07-13 23:49:15::user1033::deposit::115.18::Liverpool::Nokia 3310,2025-07-13 23:49:15,user1033,deposit,115.18,£,Liverpool,Nokia 3310,True,,115.18,23,6,True
user1012 2025-07-17 00:49:34 withdrawal 3060.79 London None,2025-07-17 00:49:34,user1012,withdrawal,3060.79,£,London,,True,,3060.79,0,3,False
2025-07-23 05:20:10 - user=user1091 - action=deposit €1052.88 - ATM: None - device=iPhone 13,2025-07-23 05:20:10,user1091,deposit,916.01,€,,iPhone 13,True,,1052.88,5,2,False
2025-07-23 02:38:17 >> [user1020] did cashout - amt=£243.03 - Liverpool // dev:iPhone 13,2025-07-23 02:38:17,user1020,cashout,243.03,£,Liverpool,iPhone 13,True,,243.03,2,2,False
2025-06-13 18:23:06 - user=user1064 - action=transfer €268.46 - ATM: Manchester - device=iPhone 13,2025-06-13 18:23:06,user1064,transfer,233.56,€,Manchester,iPhone 13,True,,268.46,18,4,False
2025-06-19 15:37:12 | user: user1093 | txn: cashout of £523.42 from London | device: iPhone 13,2025-06-19 15:37:12,user1093,cashout,523.42,£,London,iPhone 13,True,,523.42,15,3,False
2025-07-19 11:00:31 >> [user1040] did transfer - amt=€3615.27 - None // dev:Samsung Galaxy S10,2025-07-19 11:00:31,user1040,transfer,3145.28,€,None,Samsung Galaxy S10,True,,3615.27,11,5,True
user1076 2025-06-14 11:47:12 purchase 186.08 Glasgow Xiaomi Mi 11,2025-06-14 11:47:12,user1076,purchase,186.08,£,Glasgow,Xiaomi,True,,186.08,11,5,True
usr:user1026|purchase|€2681.21|Liverpool|2025-06-26 13:50:02|Xiaomi Mi 11,2025-06-26 13:50:02,user1026,purchase,2332.65,€,Liverpool,Xiaomi Mi 11,True,,2681.21,13,3,False
2025-07-04 14:36:27 - user=user1020 - action=deposit $749.01 - ATM: Liverpool - device=iPhone 13,2025-07-04 14:36:27,user1020,deposit,561.76,$,Liverpool,iPhone 13,True,,749.01,14,4,False
24/06/2025 07:07:01 ::: user1000 *** TOP-UP ::: amt:4299.36€ @ Birmingham <Samsung Galaxy S10>,2025-06-24 07:07:01,user1000,top,4299.36,£,Birmingham,Samsung Galaxy S10,True,,4299.36,7,1,False
2025-07-01 23:18:59::user1020::refund::1878.51::Glasgow::Pixel 6,2025-07-01 23:18:59,user1020,refund,1878.51,£,Glasgow,Pixel 6,True,,1878.51,23,1,False
2025-06-16 16:34:18 >> [user1089] did cashout - amt=£4198.39 - London // dev:Nokia 3310,2025-06-16 16:34:18,user1089,cashout,4198.39,£,London,Nokia 3310,True,,4198.39,16,0,False
2025-06-04 20:10:46 | user: user1033 | txn: top-up of €641.89 from None | device: Nokia 3310,2025-06-04 20:10:46,user1033,top-up,558.44,€,,Nokia 3310,True,,641.89,20,2,False
usr:user1020|deposit|$1145.09|Manchester|2025-06-26 08:37:07|Samsung Galaxy S10,2025-06-26 08:37:07,user1020,deposit,858.82,$,Manchester,Samsung Galaxy S10,True,,1145.09,8,3,False
2025-07-19 23:04:26::user1048::cashout::4675.91::Birmingham::None,2025-07-19 23:04:26,user1048,cashout,4675.91,£,Birmingham,,True,,4675.91,23,5,True
2025-07-17 11:55:47 | user: user1020 | txn: refund of £3813.1 from Glasgow | device: Nokia 3310,2025-07-17 11:55:47,user1020,refund,3813.1,£,Glasgow,Nokia 3310,True,,3813.1,11,3,False
2025-07-26 08:50:23 >> [user1011] did cashout - amt=€616.44 - Liverpool // dev:Xiaomi Mi 11,2025-07-26 08:50:23,user1011,cashout,536.3,€,Liverpool,Xiaomi Mi 11,True,,616.44,8,5,True
2025-07-29 19:05:10 - user=user1028 - action=debit £1390.38 - ATM: London - device=Xiaomi Mi 11,2025-07-29 19:05:10,user1028,debit,1390.38,£,London,Xiaomi Mi 11,True,,1390.38,19,1,False
10/07/2025 22:46:40 ::: user1099 *** CASHOUT ::: amt:4309.96£ @ Leeds <Samsung Galaxy S10>,2025-07-10 22:46:40,user1099,cashout,4309.96,£,Leeds,Samsung Galaxy S10,True,,4309.96,22,3,False
usr:user1057|refund|£2655.7|Birmingham|2025-06-07 00:47:10|Huawei P30,2025-06-07 00:47:10,user1057,refund,2655.7,£,Birmingham,Huawei P30,True,,2655.7,0,5,True
2025-06-30 10:11:53 >> [user1043] did withdrawal - amt=€1109.96 - Cardiff // dev:iPhone 13,2025-06-30 10:11:53,user1043,withdrawal,965.67,€,Cardiff,iPhone 13,True,,1109.96,10,0,False
usr:user1080|top-up|$1860.48|Liverpool|2025-06-17 02:37:50|Samsung Galaxy S10,2025-06-17 02:37:50,user1080,top-up,1395.36,$,Liverpool,Samsung Galaxy S10,True,,1860.48,2,1,False
2025-06-27 06:32:00 | user: user1027 | txn: deposit of $685.16 from None | device: Xiaomi Mi 11,2025-06-27 06:32:00,user1027,deposit,513.87,$,,Xiaomi Mi 11,True,,685.16,6,4,False
2025-06-14 05:24:18 >> [user1089] did withdrawal - amt=£2775.15 - Manchester // dev:iPhone 13,2025-06-14 05:24:18,user1089,withdrawal,2775.15,£,Manchester,iPhone 13,True,,2775.15,5,5,True
usr:user1028|cashout|£2769.66|None|2025-07-13 20:23:37|Xiaomi Mi 11,2025-07-13 20:23:37,user1028,cashout,2769.66,£,,Xiaomi Mi 11,True,,2769.66,20,6,True
2025-07-13 15:44:34 | user: user1019 | txn: deposit of $2445.43 from London | device: None,2025-07-13 15:44:34,user1019,deposit,1834.07,$,London,None,True,,2445.43,15,6,True
2025-06-27 13:40:34 - user=user1095 - action=deposit €4061.87 - ATM: Birmingham - device=Xiaomi Mi 11,2025-06-27 13:40:34,user1095,deposit,3533.83,€,Birmingham,Xiaomi Mi 11,True,,4061.87,13,4,False
2025-06-08 20:41:58 | user: user1020 | txn: withdrawal of £4342.29 from Birmingham | device: Pixel 6,2025-06-08 20:41:58,user1020,withdrawal,4342.29,£,Birmingham,Pixel 6,True,,4342.29,20,6,True
2025-07-03 21:14:55 - user=user1027 - action=deposit £978.23 - ATM: Leeds - device=Xiaomi Mi 11,2025-07-03 21:14:55,user1027,deposit,978.23,£,Leeds,Xiaomi Mi 11,True,,978.23,21,3,False
2025-06-07 21:25:09 | user: user1080 | txn: withdrawal of £2310.27 from Birmingham | device: iPhone 13,2025-06-07 21:25:09,user1080,withdrawal,2310.27,£,Birmingham,iPhone 13,True,,2310.27,21,5,True
2025-06-09 15:13:13 >> [user1098] did top-up - amt=$4849.88 - None // dev:Huawei P30,2025-06-09 15:13:13,user1098,top,3637.41,$,None,Huawei P30,True,,4849.88,15,0,False
user1034 2025-06-17 14:37:18 transfer 571.92 London iPhone 13,2025-06-17 14:37:18,user1034,transfer,571.92,£,London,iPhone,True,,571.92,14,1,False
user1013 2025-06-16 06:52:14 top-up 2658.93 Birmingham Xiaomi Mi 11,2025-06-16 06:52:14,user1013,top-up,2658.93,£,Birmingham,Xiaomi,True,,2658.93,6,0,False
2025-06-01 12:03:31 - user=user1000 - action=cashout $2981.21 - ATM: London - device=Samsung Galaxy S10,2025-06-01 12:03:31,user1000,cashout,2235.91,$,London,Samsung Galaxy S10,True,,2981.21,12,6,True
user1017 2025-07-18 17:14:10 withdrawal 1669.48 Glasgow None,2025-07-18 17:14:10,user1017,withdrawal,1669.48,£,Glasgow,,True,,1669.48,17,4,False
23/07/2025 07:40:22 ::: user1043 *** DEBIT ::: amt:4609.92$ @ Leeds <Xiaomi Mi 11>,2025-07-23 07:40:22,user1043,debit,4609.92,£,Leeds,Xiaomi Mi 11,True,,4609.92,7,2,False
26/06/2025 10:14:17 ::: user1029 *** TOP-UP ::: amt:2926.15€ @ Glasgow <Nokia 3310>,2025-06-26 10:14:17,user1029,top,2926.15,£,Glasgow,Nokia 3310,True,,2926.15,10,3,False
user1058 2025-06-26 21:10:08 debit 95.88 Cardiff Xiaomi Mi 11,2025-06-26 21:10:08,user1058,debit,95.88,£,Cardiff,Xiaomi,True,,95.88,21,3,False
2025-07-25 11:54:42 - user=user1041 - action=deposit $1553.7 - ATM: London - device=Nokia 3310,2025-07-25 11:54:42,user1041,deposit,1165.28,$,London,Nokia 3310,True,,1553.7,11,4,False
usr:user1069|withdrawal|$2235.21|None|2025-06-30 13:01:50|iPhone 13,2025-06-30 13:01:50,user1069,withdrawal,1676.41,$,,iPhone 13,True,,2235.21,13,0,False
2025-07-07 06:54:45 - user=user1003 - action=refund $2871.27 - ATM: Glasgow - device=Pixel 6,2025-07-07 06:54:45,user1003,refund,2153.45,$,Glasgow,Pixel 6,True,,2871.27,6,0,False
usr:user1081|transfer|€212.44|London|2025-06-06 23:53:57|Nokia 3310,2025-06-06 23:53:57,user1081,transfer,184.82,€,London,Nokia 3310,True,,212.44,23,4,False
2025-06-14 05:06:53 >> [user1087] did debit - amt=$4646.38 - None // dev:Pixel 6,2025-06-14 05:06:53,user1087,debit,3484.78,$,None,Pixel 6,True,,4646.38,5,5,True
2025-06-05 02:50:03 - user=user1087 - action=deposit €994.12 - ATM: None - device=Pixel 6,2025-06-05 02:50:03,user1087,deposit,864.88,€,,Pixel 6,True,,994.12,2,3,False
user1028 2025-07-08 07:20:01 cashout 3015.33 Cardiff iPhone 13,2025-07-08 07:20:01,user1028,cashout,3015.33,£,Cardiff,iPhone,True,,3015.33,7,1,False
24/07/2025 20:04:07 ::: user1027 *** REFUND ::: amt:1241.96£ @ Birmingham <Xiaomi Mi 11>,2025-07-24 20:04:07,user1027,refund,1241.96,£,Birmingham,Xiaomi Mi 11,True,,1241.96,20,3,False
2025-06-25 10:59:08 | user: user1033 | txn: refund of £2914.74 from None | device: Nokia 3310,2025-06-25 10:59:08,user1033,refund,2914.74,£,,Nokia 3310,True,,2914.74,10,2,False
2025-06-24 12:39:34 >> [user1003] did refund - amt=$826.55 - Liverpool // dev:iPhone 13,2025-06-24 12:39:34,user1003,refund,619.91,$,Liverpool,iPhone 13,True,,826.55,12,1,False
2025-06-26 23:31:29 - user=user1072 - action=withdrawal €2578.34 - ATM: Liverpool - device=iPhone 13,2025-06-26 23:31:29,user1072,withdrawal,2243.16,€,Liverpool,iPhone 13,True,,2578.34,23,3,False
usr:user1071|withdrawal|€4205.3|London|2025-07-17 18:19:41|Pixel 6,2025-07-17 18:19:41,user1071,withdrawal,3658.61,€,London,Pixel 6,True,,4205.3,18,3,False
2025-06-27 04:52:16 - user=user1071 - action=deposit €1176.82 - ATM: None - device=Samsung Galaxy S10,2025-06-27 04:52:16,user1071,deposit,1023.83,€,,Samsung Galaxy S10,True,,1176.82,4,4,False
2025-06-11 15:05:16 | user: user1013 | txn: purchase of $2855.87 from Birmingham | device: Xiaomi Mi 11,2025-06-11 15:05:16,user1013,purchase,2141.9,$,Birmingham,Xiaomi Mi 11,True,,2855.87,15,2,False
2025-07-20 05:47:33 | user: user1054 | txn: transfer of £309.51 from Cardiff | device: None,2025-07-20 05:47:33,user1054,transfer,309.51,£,Cardiff,None,True,,309.51,5,6,True
18/07/2025 03:27:20 ::: user1087 *** DEBIT ::: amt:1601.67€ @ Manchester <Nokia 3310>,2025-07-18 03:27:20,user1087,debit,1601.67,£,Manchester,Nokia 3310,True,,1601.67,3,4,False
2025-06-24 10:14:56 - user=user1048 - action=cashout $2817.58 - ATM: Leeds - device=iPhone 13,2025-06-24 10:14:56,user1048,cashout,2113.18,$,Leeds,iPhone 13,True,,2817.58,10,1,False
20/07/2025 05:30:15 ::: user1043 *** DEBIT ::: amt:3372.03€ @ Cardiff <Nokia 3310>,2025-07-20 05:30:15,user1043,debit,3372.03,£,Cardiff,Nokia 3310,True,,3372.03,5,6,True
user1087 2025-07-21 04:25:47 cashout 2798.88 Liverpool Xiaomi Mi 11,2025-07-21 04:25:47,user1087,cashout,2798.88,£,Liverpool,Xiaomi,True,,2798.88,4,0,False
2025-06-25 12:02:23::user1006::debit::3323.25::Cardiff::iPhone 13,2025-06-25 12:02:23,user1006,debit,3323.25,£,Cardiff,iPhone 13,True,,3323.25,12,2,False
2025-07-29 01:44:07::user1015::deposit::1294.0::Leeds::iPhone 13,2025-07-29 01:44:07,user1015,deposit,1294.0,£,Leeds,iPhone 13,True,,1294.0,1,1,False
user1006 2025-06-03 18:20:59 cashout 909.44 London None,2025-06-03 18:20:59,user1006,cashout,909.44,£,London,,True,,909.44,18,1,False
2025-07-23 02:31:01 >> [user1058] did refund - amt=$4175.6 - Leeds // dev:None,2025-07-23 02:31:01,user1058,refund,3131.7,$,Leeds,,True,,4175.6,2,2,False
2025-07-17 02:30:12 >> [user1026] did deposit - amt=£1930.29 - Birmingham // dev:None,2025-07-17 02:30:12,user1026,deposit,1930.29,£,Birmingham,,True,,1930.29,2,3,False
2025-06-20 08:11:12 | user: user1011 | txn: purchase of $1330.33 from Glasgow | device: None,2025-06-20 08:11:12,user1011,purchase,997.75,$,Glasgow,None,True,,1330.33,8,4,False
usr:user1004|deposit|€2125.15|Manchester|2025-07-12 23:02:14|iPhone 13,2025-07-12 23:02:14,user1004,deposit,1848.88,€,Manchester,iPhone 13,True,,2125.15,23,5,True
10/07/2025 20:29:58 ::: user1011 *** PURCHASE ::: amt:4993.56£ @ Glasgow <Huawei P30>,2025-07-10 20:29:58,user1011,purchase,4993.56,£,Glasgow,Huawei P30,True,,4993.56,20,3,False
user1077 2025-07-18 07:19:21 cashout 540.69 None Pixel 6,2025-07-18 07:19:21,user1077,cashout,540.69,,,Pixel,True,,540.69,7,4,False
2025-07-26 04:03:57::user1081::top-up::933.72::London::Huawei P30,2025-07-26 04:03:57,user1081,top-up,933.72,£,London,Huawei P30,True,,933.72,4,5,True
2025-06-22 05:44:21::user1028::deposit::2003.64::London::Samsung Galaxy S10,2025-06-22 05:44:21,user1028,deposit,2003.64,£,London,Samsung Galaxy S10,True,,2003.64,5,6,True
2025-06-18 21:01:24 - user=user1084 - action=refund $2478.46 - ATM: Manchester - device=None,2025-06-18 21:01:24,user1084,refund,1858.85,$,Manchester,,True,,2478.46,21,2,False
2025-06-24 17:22:48 | user: user1098 | txn: top-up of £3251.78 from Cardiff | device: Huawei P30,2025-06-24 17:22:48,user1098,top-up,3251.78,£,Cardiff,Huawei P30,True,,3251.78,17,1,False
user1011 2025-06-18 22:00:33 withdrawal 2733.98 London Nokia 3310,2025-06-18 22:00:33,user1011,withdrawal,2733.98,£,London,Nokia,True,,2733.98,22,2,False
user1027 2025-06-08 02:29:50 transfer 485.39 None Huawei P30,2025-06-08 02:29:50,user1027,transfer,485.39,,,Huawei,True,,485.39,2,6,True
user1095 2025-06-14 03:19:10 deposit 3936.6 Liverpool Xiaomi Mi 11,2025-06-14 03:19:10,user1095,deposit,3936.6,£,Liverpool,Xiaomi,True,,3936.6,3,5,True
user1024 2025-07-15 15:28:58 cashout 3082.72 Glasgow Pixel 6,2025-07-15 15:28:58,user1024,cashout,3082.72,£,Glasgow,Pixel,True,,3082.72,15,1,False
usr:user1020|debit|€1558.77|Leeds|2025-06-14 12:58:02|None,2025-06-14 12:58:02,user1020,debit,1356.13,€,Leeds,,True,,1558.77,12,5,True
2025-07-05 15:45:16 | user: user1037 | txn: deposit of €1637.31 from Cardiff | device: Huawei P30,2025-07-05 15:45:16,user1037,deposit,1424.46,€,Cardiff,Huawei P30,True,,1637.31,15,5,True
2025-06-18 06:09:11 - user=user1009 - action=purchase $3485.26 - ATM: London - device=Huawei P30,2025-06-18 06:09:11,user1009,purchase,2613.95,$,London,Huawei P30,True,,3485.26,6,2,False
19/06/2025 00:52:11 ::: user1064 *** CASHOUT ::: amt:1036.5$ @ Glasgow <Xiaomi Mi 11>,2025-06-19 00:52:11,user1064,cashout,1036.5,£,Glasgow,Xiaomi Mi 11,True,,1036.5,0,3,False
18/07/2025 13:07:55 ::: user1014 *** WITHDRAWAL ::: amt:124.84€ @ Cardiff <Nokia 3310>,2025-07-18 13:07:55,user1014,withdrawal,124.84,£,Cardiff,Nokia 3310,True,,124.84,13,4,False
usr:user1029|refund|$895.46|Leeds|2025-07-03 04:31:23|Xiaomi Mi 11,2025-07-03 04:31:23,user1029,refund,671.6,$,Leeds,Xiaomi Mi 11,True,,895.46,4,3,False
user1080 2025-06-23 16:52:13 cashout 2157.27 London Huawei P30,2025-06-23 16:52:13,user1080,cashout,2157.27,£,London,Huawei,True,,2157.27,16,0,False
2025-07-22 22:19:32::user1024::transfer::72.76::Birmingham::Xiaomi Mi 11,2025-07-22 22:19:32,user1024,transfer,72.76,£,Birmingham,Xiaomi Mi 11,True,,72.76,22,1,False
usr:user1050|debit|£1700.24|None|2025-07-26 09:55:04|Nokia 3310,2025-07-26 09:55:04,user1050,debit,1700.24,£,,Nokia 3310,True,,1700.24,9,5,True
12/06/2025 01:48:54 ::: user1047 *** TOP-UP ::: amt:4823.82£ @ London <Xiaomi Mi 11>,2025-06-12 01:48:54,user1047,top,4823.82,£,London,Xiaomi Mi 11,True,,4823.82,1,3,False
05/06/2025 00:17:57 ::: user1037 *** TOP-UP ::: amt:1291.18$ @ Leeds <Nokia 3310>,2025-06-05 00:17:57,user1037,top,1291.18,£,Leeds,Nokia 3310,True,,1291.18,0,3,False
2025-06-24 05:28:43 - user=user1032 - action=transfer $3852.35 - ATM: Cardiff - device=iPhone 13,2025-06-24 05:28:43,user1032,transfer,2889.26,$,Cardiff,iPhone 13,True,,3852.35,5,1,False
2025-06-02 16:35:29 | user: user1048 | txn: top-up of $3018.65 from Glasgow | device: iPhone 13,2025-06-02 16:35:29,user1048,top-up,2263.99,$,Glasgow,iPhone 13,True,,3018.65,16,0,False
06/06/2025 19:07:36 ::: user1055 *** CASHOUT ::: amt:802.16£ @ Manchester <Samsung Galaxy S10>,2025-06-06 19:07:36,user1055,cashout,802.16,£,Manchester,Samsung Galaxy S10,True,,802.16,19,4,False
2025-07-17 22:15:59 | user: user1035 | txn: cashout of $672.55 from Manchester | device: Xiaomi Mi 11,2025-07-17 22:15:59,user1035,cashout,504.41,$,Manchester,Xiaomi Mi 11,True,,672.55,22,3,False
2025-07-25 14:32:19::user1091::deposit::885.21::Manchester::iPhone 13,2025-07-25 14:32:19,user1091,deposit,885.21,£,Manchester,iPhone 13,True,,885.21,14,4,False
2025-06-25 12:28:24 | user: user1018 | txn: refund of €2667.51 from Leeds | device: iPhone 13,2025-06-25 12:28:24,user1018,refund,2320.73,€,Leeds,iPhone 13,True,,2667.51,12,2,False
2025-07-26 10:33:13::user1017::transfer::980.22::Liverpool::None,2025-07-26 10:33:13,user1017,transfer,980.22,£,Liverpool,,True,,980.22,10,5,True
user1004 2025-06-11 06:11:36 withdrawal 4655.0 None Samsung Galaxy S10,2025-06-11 06:11:36,user1004,withdrawal,4655.0,,,Samsung,True,,4655.0,6,2,False
2025-06-07 13:25:46 - user=user1024 - action=transfer $3193.33 - ATM: Manchester - device=Samsung Galaxy S10,2025-06-07 13:25:46,user1024,transfer,2395.0,$,Manchester,Samsung Galaxy S10,True,,3193.33,13,5,True
usr:user1069|debit|€2770.98|Liverpool|2025-06-10 12:02:01|Huawei P30,2025-06-10 12:02:01,user1069,debit,2410.75,€,Liverpool,Huawei P30,True,,2770.98,12,1,False
2025-06-02 13:21:16::user1031::transfer::1549.5::Glasgow::None,2025-06-02 13:21:16,user1031,transfer,1549.5,£,Glasgow,,True,,1549.5,13,0,False
user1079 2025-07-20 16:34:15 top-up 3984.78 London iPhone 13,2025-07-20 16:34:15,user1079,top-up,3984.78,£,London,iPhone,True,,3984.78,16,6,True
19/07/2025 03:59:18 ::: user1046 *** REFUND ::: amt:3264.45$ @ None <Huawei P30>,2025-07-19 03:59:18,user1046,refund,3264.45,,,Huawei P30,True,,3264.45,3,5,True
24/07/2025 09:18:36 ::: user1020 *** CASHOUT ::: amt:3821.02£ @ Cardiff <Pixel 6>,2025-07-24 09:18:36,user1020,cashout,3821.02,£,Cardiff,Pixel 6,True,,3821.02,9,3,False
03/06/2025 06:28:31 ::: user1050 *** TRANSFER ::: amt:154.49€ @ Leeds <Pixel 6>,2025-06-03 06:28:31,user1050,transfer,154.49,£,Leeds,Pixel 6,True,,154.49,6,1,False
2025-06-15 15:51:09 - user=user1011 - action=debit £1768.8 - ATM: London - device=Nokia 3310,2025-06-15 15:51:09,user1011,debit,1768.8,£,London,Nokia 3310,True,,1768.8,15,6,True
2025-07-10 15:03:45 >> [user1076] did cashout - amt=£4811.62 - Cardiff // dev:Huawei P30,2025-07-10 15:03:45,user1076,cashout,4811.62,£,Cardiff,Huawei P30,True,,4811.62,15,3,False
2025-06-16 06:16:24 >> [user1018] did transfer - amt=£1334.56 - Birmingham // dev:Nokia 3310,2025-06-16 06:16:24,user1018,transfer,1334.56,£,Birmingham,Nokia 3310,True,,1334.56,6,0,False
2025-07-25 20:59:44 - user=user1048 - action=withdrawal €179.78 - ATM: Manchester - device=None,2025-07-25 20:59:44,user1048,withdrawal,156.41,€,Manchester,,True,,179.78,20,4,False
2025-06-26 02:10:05 - user=user1033 - action=cashout €2203.27 - ATM: Cardiff - device=None,2025-06-26 02:10:05,user1033,cashout,1916.84,€,Cardiff,,True,,2203.27,2,3,False
2025-07-29 14:31:08::user1041::top-up::4944.5::Cardiff::Huawei P30,2025-07-29 14:31:08,user1041,top-up,4944.5,£,Cardiff,Huawei P30,True,,4944.5,14,1,False
2025-07-07 22:38:30 - user=user1083 - action=withdrawal €3209.29 - ATM: Birmingham - device=Samsung Galaxy S10,2025-07-07 22:38:30,user1083,withdrawal,2792.08,€,Birmingham,Samsung Galaxy S10,True,,3209.29,22,0,False
2025-06-11 05:10:20::user1031::transfer::4424.11::London::Huawei P30,2025-06-11 05:10:20,user1031,transfer,4424.11,£,London,Huawei P30,True,,4424.11,5,2,False
2025-07-28 22:49:39 - user=user1043 - action=transfer £1269.71 - ATM: London - device=Nokia 3310,2025-07-28 22:49:39,user1043,transfer,1269.71,£,London,Nokia 3310,True,,1269.71,22,0,False
2025-07-21 08:46:04 >> [user1022] did cashout - amt=£3552.65 - Cardiff // dev:Samsung Galaxy S10,2025-07-21 08:46:04,user1022,cashout,3552.65,£,Cardiff,Samsung Galaxy S10,True,,3552.65,8,0,False
2025-07-11 00:53:01 - user=user1028 - action=purchase £2962.37 - ATM: Glasgow - device=Samsung Galaxy S10,2025-07-11 00:53:01,user1028,purchase,2962.37,£,Glasgow,Samsung Galaxy S10,True,,2962.37,0,4,False
user1089 2025-07-15 16:45:43 deposit 4926.67 None iPhone 13,2025-07-15 16:45:43,user1089,deposit,4926.67,,,iPhone,True,,4926.67,16,1,False
26/07/2025 00:16:24 ::: user1005 *** TRANSFER ::: amt:729.38£ @ Manchester <iPhone 13>,2025-07-26 00:16:24,user1005,transfer,729.38,£,Manchester,iPhone 13,True,,729.38,0,5,True
2025-06-05 08:48:53 - user=user1067 - action=debit £3574.61 - ATM: London - device=None,2025-06-05 08:48:53,user1067,debit,3574.61,£,London,,True,,3574.61,8,3,False
2025-06-26 10:07:09 >> [user1010] did purchase - amt=£1863.98 - Cardiff // dev:iPhone 13,2025-06-26 10:07:09,user1010,purchase,1863.98,£,Cardiff,iPhone 13,True,,1863.98,10,3,False
2025-07-20 17:24:03 - user=user1046 - action=refund €4642.85 - ATM: Glasgow - device=Pixel 6,2025-07-20 17:24:03,user1046,refund,4039.28,€,Glasgow,Pixel 6,True,,4642.85,17,6,True
2025-07-10 04:51:46::user1001::transfer::975.74::Leeds::Nokia 3310,2025-07-10 04:51:46,user1001,transfer,975.74,£,Leeds,Nokia 3310,True,,975.74,4,3,False
user1082 2025-06-25 10:10:07 deposit 175.31 London Xiaomi Mi 11,2025-06-25 10:10:07,user1082,deposit,175.31,£,London,Xiaomi,True,,175.31,10,2,False
user1013 2025-06-16 21:36:11 withdrawal 1850.92 Birmingham Pixel 6,2025-06-16 21:36:11,user1013,withdrawal,1850.92,£,Birmingham,Pixel,True,,1850.92,21,0,False
user1029 2025-07-05 01:48:18 deposit 1657.71 London Xiaomi Mi 11,2025-07-05 01:48:18,user1029,deposit,1657.71,£,London,Xiaomi,True,,1657.71,1,5,True
user1034 2025-07-10 08:13:34 cashout 2110.99 Manchester iPhone 13,2025-07-10 08:13:34,user1034,cashout,2110.99,£,Manchester,iPhone,True,,2110.99,8,3,False
2025-06-06 02:01:05 >> [user1081] did refund - amt=€4337.65 - Manchester // dev:Pixel 6,2025-06-06 02:01:05,user1081,refund,3773.76,€,Manchester,Pixel 6,True,,4337.65,2,4,False
user1029 2025-06-08 09:40:06 withdrawal 4039.01 Birmingham iPhone 13,2025-06-08 09:40:06,user1029,withdrawal,4039.01,£,Birmingham,iPhone,True,,4039.01,9,6,True
2025-06-14 23:16:16 | user: user1049 | txn: refund of $3862.36 from London | device: None,2025-06-14 23:16:16,user1049,refund,2896.77,$,London,None,True,,3862.36,23,5,True
user1097 2025-07-05 19:11:17 cashout 2671.94 Leeds Samsung Galaxy S10,2025-07-05 19:11:17,user1097,cashout,2671.94,£,Leeds,Samsung,True,,2671.94,19,5,True
user1076 2025-06-11 14:43:40 debit 3924.77 Glasgow None,2025-06-11 14:43:40,user1076,debit,3924.77,£,Glasgow,,True,,3924.77,14,2,False
2025-06-25 02:03:49 - user=user1028 - action=deposit €2362.92 - ATM: None - device=Nokia 3310,2025-06-25 02:03:49,user1028,deposit,2055.74,€,,Nokia 3310,True,,2362.92,2,2,False
2025-07-22 10:50:33::user1077::withdrawal::1855.61::Leeds::Samsung Galaxy S10,2025-07-22 10:50:33,user1077,withdrawal,1855.61,£,Leeds,Samsung Galaxy S10,True,,1855.61,10,1,False
2025-07-19 19:19:19 >> [user1034] did deposit - amt=$2847.18 - London // dev:Pixel 6,2025-07-19 19:19:19,user1034,deposit,2135.38,$,London,Pixel 6,True,,2847.18,19,5,True
2025-06-28 05:01:44::user1057::withdrawal::4716.4::Leeds::Pixel 6,2025-06-28 05:01:44,user1057,withdrawal,4716.4,£,Leeds,Pixel 6,True,,4716.4,5,5,True
2025-07-14 04:49:14 | user: user1034 | txn: transfer of $1901.32 from Manchester | device: None,2025-07-14 04:49:14,user1034,transfer,1425.99,$,Manchester,None,True,,1901.32,4,0,False
2025-07-24 14:06:48::user1025::top-up::4672.69::None::Huawei P30,2025-07-24 14:06:48,user1025,top-up,4672.69,,,Huawei P30,True,,4672.69,14,3,False
user1037 2025-07-11 05:03:06 deposit 3355.15 None Huawei P30,2025-07-11 05:03:06,user1037,deposit,3355.15,,,Huawei,True,,3355.15,5,4,False
2025-06-02 14:17:38 - user=user1054 - action=transfer £3920.51 - ATM: Liverpool - device=Huawei P30,2025-06-02 14:17:38,user1054,transfer,3920.51,£,Liverpool,Huawei P30,True,,3920.51,14,0,False
22/07/2025 21:46:15 ::: user1076 *** CASHOUT ::: amt:4699.89$ @ Cardiff <Samsung Galaxy S10>,2025-07-22 21:46:15,user1076,cashout,4699.89,£,Cardiff,Samsung Galaxy S10,True,,4699.89,21,1,False
2025-06-13 22:06:32 | user: user1097 | txn: debit of €1672.0 from Manchester | device: Xiaomi Mi 11,2025-06-13 22:06:32,user1097,debit,1454.64,€,Manchester,Xiaomi Mi 11,True,,1672.0,22,4,False
2025-07-20 02:13:44 - user=user1092 - action=refund $3605.31 - ATM: Cardiff - device=Samsung Galaxy S10,2025-07-20 02:13:44,user1092,refund,2703.98,$,Cardiff,Samsung Galaxy S10,True,,3605.31,2,6,True
2025-06-23 19:27:55 | user: user1046 | txn: top-up of $3405.4 from None | device: Nokia 3310,2025-06-23 19:27:55,user1046,top-up,2554.05,$,,Nokia 3310,True,,3405.4,19,0,False
